Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:52:35,2023-08-13 17:52:36,"0,132s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:52:36,2023-08-13 17:52:37,"1,813s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:52:37,2023-08-13 17:52:38,"0,883s",PASSED
"click(findTestObject(""Object Repository/Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""))",Chrome 115.0.0.0,,,2023-08-13 17:52:38,2023-08-13 17:52:39,"0,714s",PASSED
"click(findTestObject(""Object Repository/Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""))",Chrome 115.0.0.0,,,2023-08-13 17:52:39,2023-08-13 17:52:39,"0,443s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_select_year""), ""2016"", true)",Chrome 115.0.0.0,,,2023-08-13 17:52:39,2023-08-13 17:52:44,"4,109s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_select_months""), ""11"", true)",Chrome 115.0.0.0,,,2023-08-13 17:52:44,2023-08-13 17:52:45,"1,514s",PASSED
"click(findTestObject(""Object Repository/Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_date above 31 dec 2016""))",Chrome 115.0.0.0,,,2023-08-13 17:52:45,2023-08-13 17:52:46,"0,498s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 17:52:46,2023-08-13 17:52:51,"5,003s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 17:52:51,2023-08-13 17:52:51,"0,637s",PASSED
,,,,,,,
Test Cases/Website/SW-Register/SW-REG03,Chrome 115.0.0.0,,,2023-08-13 17:52:51,2023-08-13 17:53:09,"18,099s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 17:52:52,2023-08-13 17:52:53,"1,168s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:52:53,2023-08-13 17:52:53,"0,127s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:52:53,2023-08-13 17:52:55,"1,781s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:52:55,2023-08-13 17:52:56,"0,922s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""), nama_iqbal)",Chrome 115.0.0.0,,,2023-08-13 17:52:56,2023-08-13 17:52:57,"1,083s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""), ""11-08-1953"")",Chrome 115.0.0.0,,,2023-08-13 17:52:57,2023-08-13 17:52:58,"0,948s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_E-Mail_email""), ""o6l6w5ic2f@icznn.com"")",Chrome 115.0.0.0,,,2023-08-13 17:52:58,2023-08-13 17:52:58,"0,815s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Whatsapp_whatsapp""), wa_number)",Chrome 115.0.0.0,,,2023-08-13 17:52:58,2023-08-13 17:52:59,"0,676s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Kata Sandi_password""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:52:59,2023-08-13 17:53:00,"0,677s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi kata sandi_password_confirmation""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:53:00,2023-08-13 17:53:01,"0,712s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi checkbox terms_and_condition""))",Chrome 115.0.0.0,,,2023-08-13 17:53:01,2023-08-13 17:53:01,"0,604s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Daftar""))",Chrome 115.0.0.0,,,2023-08-13 17:53:01,2023-08-13 17:53:04,"2,534s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 17:53:04,2023-08-13 17:53:09,"5,004s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 17:53:09,2023-08-13 17:53:09,"0,653s",PASSED
,,,,,,,
Test Cases/Website/SW-Register/SW-REG04,Chrome 115.0.0.0,,,2023-08-13 17:53:09,2023-08-13 17:53:27,"17,763s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 17:53:10,2023-08-13 17:53:11,"1,251s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:53:11,2023-08-13 17:53:11,"0,129s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:53:11,2023-08-13 17:53:13,"1,880s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:53:13,2023-08-13 17:53:14,"1,038s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""), nama_iqbal)",Chrome 115.0.0.0,,,2023-08-13 17:53:14,2023-08-13 17:53:15,"1,140s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""), tgl_lhir)",Chrome 115.0.0.0,,,2023-08-13 17:53:15,2023-08-13 17:53:16,"0,860s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_E-Mail_email""), ""sk9d8b7u6@kzccv.com"")",Chrome 115.0.0.0,,,2023-08-13 17:53:16,2023-08-13 17:53:17,"0,864s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Whatsapp_whatsapp""), ""0217521577"")",Chrome 115.0.0.0,,,2023-08-13 17:53:17,2023-08-13 17:53:18,"0,672s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Kata Sandi_password""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:53:18,2023-08-13 17:53:18,"0,692s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi kata sandi_password_confirmation""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:53:18,2023-08-13 17:53:19,"0,690s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi checkbox terms_and_condition""))",Chrome 115.0.0.0,,,2023-08-13 17:53:19,2023-08-13 17:53:20,"0,597s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Daftar""))",Chrome 115.0.0.0,,,2023-08-13 17:53:20,2023-08-13 17:53:21,"1,908s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 17:53:21,2023-08-13 17:53:26,"5,010s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 17:53:26,2023-08-13 17:53:27,"0,668s",PASSED
,,,,,,,
Test Cases/Website/SW-Register/SW-REG05,Chrome 115.0.0.0,,,2023-08-13 17:53:27,2023-08-13 17:53:45,"17,655s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 17:53:27,2023-08-13 17:53:29,"1,173s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:53:29,2023-08-13 17:53:29,"0,130s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:53:29,2023-08-13 17:53:31,"2,206s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:53:31,2023-08-13 17:53:32,"0,764s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""), nama_iqbal)",Chrome 115.0.0.0,,,2023-08-13 17:53:32,2023-08-13 17:53:33,"1,041s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""), tgl_lhir)",Chrome 115.0.0.0,,,2023-08-13 17:53:33,2023-08-13 17:53:34,"0,922s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_E-Mail_email""), ""nlmue0ixq2@kzccv.com"")",Chrome 115.0.0.0,,,2023-08-13 17:53:34,2023-08-13 17:53:35,"0,869s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Whatsapp_whatsapp""), ""021752157766"")",Chrome 115.0.0.0,,,2023-08-13 17:53:35,2023-08-13 17:53:35,"0,680s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Kata Sandi_password""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:53:35,2023-08-13 17:53:36,"0,690s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi kata sandi_password_confirmation""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:53:36,2023-08-13 17:53:37,"0,692s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi checkbox terms_and_condition""))",Chrome 115.0.0.0,,,2023-08-13 17:53:37,2023-08-13 17:53:37,"0,588s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Daftar""))",Chrome 115.0.0.0,,,2023-08-13 17:53:37,2023-08-13 17:53:39,"1,894s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 17:53:39,2023-08-13 17:53:44,"5,004s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 17:53:44,2023-08-13 17:53:45,"0,645s",PASSED
,,,,,,,
Test Cases/Website/SW-Register/SW-REG06,Chrome 115.0.0.0,,,2023-08-13 17:53:45,2023-08-13 17:54:02,"17,593s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 17:53:45,2023-08-13 17:53:46,"1,202s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:53:46,2023-08-13 17:53:46,"0,138s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:53:46,2023-08-13 17:53:48,"1,925s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:53:48,2023-08-13 17:53:49,"0,987s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""), nama_iqbal)",Chrome 115.0.0.0,,,2023-08-13 17:53:49,2023-08-13 17:53:50,"1,103s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""), tgl_lhir)",Chrome 115.0.0.0,,,2023-08-13 17:53:50,2023-08-13 17:53:51,"0,928s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_E-Mail_email""), ""ei75zfw37v@qiott.com"")",Chrome 115.0.0.0,,,2023-08-13 17:53:51,2023-08-13 17:53:52,"0,867s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Whatsapp_whatsapp""), ""021752157766"")",Chrome 115.0.0.0,,,2023-08-13 17:53:52,2023-08-13 17:53:53,"0,682s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Kata Sandi_password""), ""password"")",Chrome 115.0.0.0,,,2023-08-13 17:53:53,2023-08-13 17:53:54,"0,658s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi kata sandi_password_confirmation""), ""password"")",Chrome 115.0.0.0,,,2023-08-13 17:53:54,2023-08-13 17:53:54,"0,737s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi checkbox terms_and_condition""))",Chrome 115.0.0.0,,,2023-08-13 17:53:54,2023-08-13 17:53:55,"0,530s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Daftar""))",Chrome 115.0.0.0,,,2023-08-13 17:53:55,2023-08-13 17:53:57,"1,873s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 17:53:57,2023-08-13 17:54:02,"5,005s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 17:54:02,2023-08-13 17:54:02,"0,640s",PASSED
,,,,,,,
Test Cases/Website/SW-Register/SW-REG07,Chrome 115.0.0.0,,,2023-08-13 17:54:02,2023-08-13 17:54:21,"18,751s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 17:54:03,2023-08-13 17:54:04,"1,258s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:54:04,2023-08-13 17:54:04,"0,126s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:54:04,2023-08-13 17:54:07,"2,655s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:54:07,2023-08-13 17:54:08,"1,090s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""), nama_iqbal)",Chrome 115.0.0.0,,,2023-08-13 17:54:08,2023-08-13 17:54:09,"1,031s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""), tgl_lhir)",Chrome 115.0.0.0,,,2023-08-13 17:54:09,2023-08-13 17:54:10,"0,841s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_E-Mail_email""), ""9oz0ka7@icznn.com"")",Chrome 115.0.0.0,,,2023-08-13 17:54:10,2023-08-13 17:54:11,"0,799s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Whatsapp_whatsapp""), ""021752157766"")",Chrome 115.0.0.0,,,2023-08-13 17:54:11,2023-08-13 17:54:11,"0,677s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Kata Sandi_password""), ""passwordpassword"")",Chrome 115.0.0.0,,,2023-08-13 17:54:11,2023-08-13 17:54:12,"0,684s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi kata sandi_password_confirmation""), ""passwordpassword"")",Chrome 115.0.0.0,,,2023-08-13 17:54:12,2023-08-13 17:54:13,"0,719s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi checkbox terms_and_condition""))",Chrome 115.0.0.0,,,2023-08-13 17:54:13,2023-08-13 17:54:13,"0,730s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Daftar""))",Chrome 115.0.0.0,,,2023-08-13 17:54:13,2023-08-13 17:54:15,"2,157s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 17:54:15,2023-08-13 17:54:20,"5,006s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 17:54:20,2023-08-13 17:54:21,"0,644s",PASSED
,,,,,,,
Test Cases/Website/SW-Register/SW-REG08,Chrome 115.0.0.0,,,2023-08-13 17:54:21,2023-08-13 17:54:39,"17,479s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 17:54:21,2023-08-13 17:54:23,"1,194s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:54:23,2023-08-13 17:54:23,"0,141s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:54:23,2023-08-13 17:54:25,"1,851s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:54:25,2023-08-13 17:54:26,"0,928s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""), ""iqbal21519"")",Chrome 115.0.0.0,,,2023-08-13 17:54:26,2023-08-13 17:54:27,"1,006s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""), tgl_lhir)",Chrome 115.0.0.0,,,2023-08-13 17:54:27,2023-08-13 17:54:27,"0,865s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_E-Mail_email""), ""epf7h6t21r@icznn.com"")",Chrome 115.0.0.0,,,2023-08-13 17:54:27,2023-08-13 17:54:28,"0,803s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Whatsapp_whatsapp""), ""081381629152"")",Chrome 115.0.0.0,,,2023-08-13 17:54:28,2023-08-13 17:54:29,"0,679s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Kata Sandi_password""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:54:29,2023-08-13 17:54:30,"0,670s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi kata sandi_password_confirmation""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:54:30,2023-08-13 17:54:30,"0,671s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi checkbox terms_and_condition""))",Chrome 115.0.0.0,,,2023-08-13 17:54:30,2023-08-13 17:54:31,"0,830s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Daftar""))",Chrome 115.0.0.0,,,2023-08-13 17:54:31,2023-08-13 17:54:33,"1,869s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 17:54:33,2023-08-13 17:54:38,"5,006s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 17:54:38,2023-08-13 17:54:39,"0,642s",PASSED
,,,,,,,
Test Cases/Website/SW-Register/SW-REG09,Chrome 115.0.0.0,,,2023-08-13 17:54:39,2023-08-13 17:54:57,"18,373s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 17:54:39,2023-08-13 17:54:40,"1,192s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:54:40,2023-08-13 17:54:40,"0,128s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:54:40,2023-08-13 17:54:42,"1,818s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:54:42,2023-08-13 17:54:44,"1,431s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""), ""081381629152"")",Chrome 115.0.0.0,,,2023-08-13 17:54:44,2023-08-13 17:54:45,"1,033s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""), tgl_lhir)",Chrome 115.0.0.0,,,2023-08-13 17:54:45,2023-08-13 17:54:46,"1,000s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_E-Mail_email""), ""2snz8vkdwpzu@wuuvo.com"")",Chrome 115.0.0.0,,,2023-08-13 17:54:46,2023-08-13 17:54:47,"0,969s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Whatsapp_whatsapp""), ""081381629152"")",Chrome 115.0.0.0,,,2023-08-13 17:54:47,2023-08-13 17:54:47,"0,764s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Kata Sandi_password""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:54:47,2023-08-13 17:54:48,"0,705s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi kata sandi_password_confirmation""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:54:48,2023-08-13 17:54:49,"1,029s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi checkbox terms_and_condition""))",Chrome 115.0.0.0,,,2023-08-13 17:54:49,2023-08-13 17:54:49,"0,372s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Daftar""))",Chrome 115.0.0.0,,,2023-08-13 17:54:49,2023-08-13 17:54:51,"1,938s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 17:54:51,2023-08-13 17:54:56,"5,008s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 17:54:56,2023-08-13 17:54:57,"0,669s",PASSED
,,,,,,,
Test Cases/Website/SW-Register/SW-REG10,Chrome 115.0.0.0,,,2023-08-13 17:54:57,2023-08-13 17:55:17,"19,512s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 17:54:57,2023-08-13 17:54:59,"1,219s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 17:54:59,2023-08-13 17:54:59,"0,126s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 17:54:59,2023-08-13 17:55:01,"2,390s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/button_Buat Akun""))",Chrome 115.0.0.0,,,2023-08-13 17:55:01,2023-08-13 17:55:03,"1,614s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Nama_name""), ""iqbal@@@#!#$%"")",Chrome 115.0.0.0,,,2023-08-13 17:55:03,2023-08-13 17:55:04,"1,591s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Tanggal lahir_birth_date""), tgl_lhir)",Chrome 115.0.0.0,,,2023-08-13 17:55:04,2023-08-13 17:55:05,"0,931s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_E-Mail_email""), ""2snz8vkdwpzu@wuuvo.com"")",Chrome 115.0.0.0,,,2023-08-13 17:55:05,2023-08-13 17:55:06,"0,897s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Whatsapp_whatsapp""), ""081381629152"")",Chrome 115.0.0.0,,,2023-08-13 17:55:06,2023-08-13 17:55:07,"0,702s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Kata Sandi_password""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:55:07,2023-08-13 17:55:07,"0,684s",PASSED
"setText(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi kata sandi_password_confirmation""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 17:55:07,2023-08-13 17:55:09,"1,019s",PASSED
"click(findTestObject(""Web - Register/Page_Buat akun dan dapatkan akses di Coding.ID/input_Konfirmasi checkbox terms_and_condition""))",Chrome 115.0.0.0,,,2023-08-13 17:55:09,2023-08-13 17:55:09,"0,372s",PASSED
