Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText (1)""), var_password, 3)",,,,2023-08-15 22:18:23,2023-08-15 22:18:25,1.482s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login""), 3)",,,,2023-08-15 22:18:25,2023-08-15 22:18:26,1.205s,PASSED
"getText(findTestObject(""Mobile - Login/android.widget.TextView - Invalid Credential""), 3)",,,,2023-08-15 22:18:26,2023-08-15 22:18:27,1.001s,PASSED
takeScreenshot(),,,,2023-08-15 22:18:27,2023-08-15 22:18:27,0.372s,PASSED
closeApplication(),,,,2023-08-15 22:18:27,2023-08-15 22:18:28,0.721s,PASSED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG (DDT Negative),,,,2023-08-15 22:18:28,2023-08-15 22:18:49,20.318s,PASSED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-15 22:18:28,2023-08-15 22:18:40,11.428s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login Here""), 3)",,,,2023-08-15 22:18:40,2023-08-15 22:18:42,2.542s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText""), var_email, 3)",,,,2023-08-15 22:18:42,2023-08-15 22:18:44,1.554s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText (1)""), var_password, 3)",,,,2023-08-15 22:18:44,2023-08-15 22:18:45,1.543s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login""), 3)",,,,2023-08-15 22:18:45,2023-08-15 22:18:47,1.253s,PASSED
"getText(findTestObject(""Mobile - Login/android.widget.TextView - Invalid Credential""), 3)",,,,2023-08-15 22:18:47,2023-08-15 22:18:48,0.981s,PASSED
takeScreenshot(),,,,2023-08-15 22:18:48,2023-08-15 22:18:48,0.370s,PASSED
closeApplication(),,,,2023-08-15 22:18:48,2023-08-15 22:18:49,0.642s,PASSED
