Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Website/SW02 Login/SW-LOG05,Chrome 115.0.0.0,,,2023-08-08 20:21:22,2023-08-08 20:21:29,7.078s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-08 20:21:22,2023-08-08 20:21:25,2.310s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-08 20:21:25,2023-08-08 20:21:25,0.129s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-08 20:21:25,2023-08-08 20:21:26,1.055s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), """")",Chrome 115.0.0.0,,,2023-08-08 20:21:26,2023-08-08 20:21:27,1.088s,PASSED
"setText(findTestObject(""Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), ""password"")",Chrome 115.0.0.0,,,2023-08-08 20:21:27,2023-08-08 20:21:28,0.664s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-08 20:21:28,2023-08-08 20:21:28,0.334s,PASSED
"verifyEqual(getAttribute(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""validationMessage""), ""Please fill out this field."")",Chrome 115.0.0.0,,,2023-08-08 20:21:28,2023-08-08 20:21:28,0.340s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-08 20:21:28,2023-08-08 20:21:29,0.389s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 20:21:29,2023-08-08 20:21:29,0.630s,PASSED
,,,,,,,
Test Cases/Website/SW02 Login/SW-LOG06,Chrome 115.0.0.0,,,2023-08-08 20:21:29,2023-08-08 20:21:36,6.926s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-08 20:21:30,2023-08-08 20:21:32,2.227s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-08 20:21:32,2023-08-08 20:21:32,0.132s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-08 20:21:32,2023-08-08 20:21:33,1.010s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""isya.katalon@gmail.com"")",Chrome 115.0.0.0,,,2023-08-08 20:21:33,2023-08-08 20:21:34,1.074s,PASSED
"setText(findTestObject(""Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), """")",Chrome 115.0.0.0,,,2023-08-08 20:21:34,2023-08-08 20:21:35,0.727s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-08 20:21:35,2023-08-08 20:21:35,0.340s,PASSED
"verifyEqual(getAttribute(findTestObject(""Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), ""validationMessage""), ""Please fill out this field."")",Chrome 115.0.0.0,,,2023-08-08 20:21:35,2023-08-08 20:21:35,0.300s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-08 20:21:35,2023-08-08 20:21:36,0.361s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 20:21:36,2023-08-08 20:21:36,0.624s,PASSED
