Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"getText(findTestObject(""Mobile - Login/android.widget.TextView - Invalid Credential""), 3)",,,,2023-08-13 12:23:49,2023-08-13 12:23:50,1.248s,PASSED
takeScreenshot(),,,,2023-08-13 12:23:50,2023-08-13 12:23:51,0.530s,PASSED
closeApplication(),,,,2023-08-13 12:23:51,2023-08-13 12:23:51,0.652s,PASSED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG10,,,,2023-08-13 12:23:51,2023-08-13 12:24:12,20.695s,PASSED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-13 12:23:52,2023-08-13 12:24:02,10.351s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login Here""), 3)",,,,2023-08-13 12:24:02,2023-08-13 12:24:05,3.308s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText""), ""@gmail"", 3)",,,,2023-08-13 12:24:05,2023-08-13 12:24:07,1.922s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText (1)""), ""password"", 3)",,,,2023-08-13 12:24:07,2023-08-13 12:24:09,1.577s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login""), 3)",,,,2023-08-13 12:24:09,2023-08-13 12:24:10,1.227s,PASSED
"getText(findTestObject(""Mobile - Login/android.widget.TextView - Invalid Credential""), 3)",,,,2023-08-13 12:24:10,2023-08-13 12:24:11,1.004s,PASSED
takeScreenshot(),,,,2023-08-13 12:24:11,2023-08-13 12:24:11,0.381s,PASSED
closeApplication(),,,,2023-08-13 12:24:11,2023-08-13 12:24:12,0.763s,PASSED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG11,,,,2023-08-13 12:24:12,2023-08-13 12:24:32,19.550s,PASSED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-13 12:24:12,2023-08-13 12:24:23,10.354s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login Here""), 3)",,,,2023-08-13 12:24:23,2023-08-13 12:24:25,2.493s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText""), ""isya.katalon@"", 3)",,,,2023-08-13 12:24:25,2023-08-13 12:24:27,1.638s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText (1)""), ""password"", 3)",,,,2023-08-13 12:24:27,2023-08-13 12:24:28,1.589s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login""), 3)",,,,2023-08-13 12:24:28,2023-08-13 12:24:30,1.208s,PASSED
"getText(findTestObject(""Mobile - Login/android.widget.TextView - Invalid Credential""), 3)",,,,2023-08-13 12:24:30,2023-08-13 12:24:31,0.993s,PASSED
takeScreenshot(),,,,2023-08-13 12:24:31,2023-08-13 12:24:31,0.362s,PASSED
closeApplication(),,,,2023-08-13 12:24:31,2023-08-13 12:24:32,0.708s,PASSED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG12,,,,2023-08-13 12:24:32,2023-08-13 12:24:51,19.361s,PASSED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-13 12:24:32,2023-08-13 12:24:42,10.061s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login Here""), 3)",,,,2023-08-13 12:24:42,2023-08-13 12:24:44,2.472s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText""), ""isya.katalon@gmail@"", 3)",,,,2023-08-13 12:24:44,2023-08-13 12:24:46,1.735s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText (1)""), ""password"", 3)",,,,2023-08-13 12:24:46,2023-08-13 12:24:48,1.511s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login""), 3)",,,,2023-08-13 12:24:48,2023-08-13 12:24:49,1.186s,PASSED
"getText(findTestObject(""Mobile - Login/android.widget.TextView - Invalid Credential""), 3)",,,,2023-08-13 12:24:49,2023-08-13 12:24:50,1.046s,PASSED
takeScreenshot(),,,,2023-08-13 12:24:50,2023-08-13 12:24:50,0.503s,PASSED
closeApplication(),,,,2023-08-13 12:24:50,2023-08-13 12:24:51,0.693s,PASSED
