Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Website/SW-Change Profile/SW-CP10,Chrome 115.0.0.0,,,2023-08-13 18:09:04,2023-08-13 18:09:24,"19,359s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:09:05,2023-08-13 18:09:06,"1,181s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:09:06,2023-08-13 18:09:06,"0,125s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:09:06,2023-08-13 18:09:08,"2,036s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:09:08,2023-08-13 18:09:09,"1,168s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:09:09,2023-08-13 18:09:10,"0,806s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:09:10,2023-08-13 18:09:11,"0,683s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:09:11,2023-08-13 18:09:12,"1,142s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:09:12,2023-08-13 18:09:12,"0,720s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:09:12,2023-08-13 18:09:14,"1,189s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:09:14,2023-08-13 18:09:15,"0,887s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:09:15,2023-08-13 18:09:15,"0,902s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\dummy.pdf"")",Chrome 115.0.0.0,,,2023-08-13 18:09:15,2023-08-13 18:09:16,"0,661s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:09:16,2023-08-13 18:09:18,"1,446s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:09:18,2023-08-13 18:09:23,"5,013s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:09:23,2023-08-13 18:09:23,"0,402s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:09:23,2023-08-13 18:09:24,"0,640s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP11,Chrome 115.0.0.0,,,2023-08-13 18:09:24,2023-08-13 18:09:44,"19,949s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:09:24,2023-08-13 18:09:25,"1,144s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:09:25,2023-08-13 18:09:25,"0,129s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:09:25,2023-08-13 18:09:27,"1,650s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:09:27,2023-08-13 18:09:28,"1,279s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:09:28,2023-08-13 18:09:29,"1,046s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:09:29,2023-08-13 18:09:30,"0,689s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:09:30,2023-08-13 18:09:31,"1,116s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:09:31,2023-08-13 18:09:32,"0,713s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:09:32,2023-08-13 18:09:33,"0,877s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:09:33,2023-08-13 18:09:33,"0,919s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:09:33,2023-08-13 18:09:34,"0,844s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\file_example_MP4_480_1_5MG.mp4"")",Chrome 115.0.0.0,,,2023-08-13 18:09:34,2023-08-13 18:09:35,"0,669s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:09:35,2023-08-13 18:09:37,"2,498s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:09:37,2023-08-13 18:09:42,"5,006s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:09:42,2023-08-13 18:09:43,"0,420s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:09:43,2023-08-13 18:09:44,"0,648s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP12,Chrome 115.0.0.0,,,2023-08-13 18:09:44,2023-08-13 18:10:04,"20,575s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:09:44,2023-08-13 18:09:45,"1,162s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:09:45,2023-08-13 18:09:45,"0,128s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:09:45,2023-08-13 18:09:47,"2,057s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:09:47,2023-08-13 18:09:49,"1,291s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:09:49,2023-08-13 18:09:50,"1,235s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:09:50,2023-08-13 18:09:50,"0,717s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:09:50,2023-08-13 18:09:52,"1,184s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:09:52,2023-08-13 18:09:52,"0,735s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:09:52,2023-08-13 18:09:53,"1,112s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:09:53,2023-08-13 18:09:54,"0,928s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:09:54,2023-08-13 18:09:55,"0,814s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\file_example_MP3_700KB.mp3"")",Chrome 115.0.0.0,,,2023-08-13 18:09:55,2023-08-13 18:09:56,"0,668s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:09:56,2023-08-13 18:09:58,"2,131s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:09:58,2023-08-13 18:10:03,"5,013s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:10:03,2023-08-13 18:10:03,"0,421s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:10:03,2023-08-13 18:10:04,"0,646s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP13,Chrome 115.0.0.0,,,2023-08-13 18:10:04,2023-08-13 18:10:26,"21,478s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:10:04,2023-08-13 18:10:06,"1,168s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:10:06,2023-08-13 18:10:06,"0,128s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:10:06,2023-08-13 18:10:08,"2,374s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:10:08,2023-08-13 18:10:10,"1,536s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:10:10,2023-08-13 18:10:11,"1,076s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:10:11,2023-08-13 18:10:11,"0,696s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:10:11,2023-08-13 18:10:13,"1,132s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:10:13,2023-08-13 18:10:13,"0,717s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:10:13,2023-08-13 18:10:14,"1,048s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:10:14,2023-08-13 18:10:15,"1,059s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:10:15,2023-08-13 18:10:16,"0,899s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\datadriventesting.xlsx"")",Chrome 115.0.0.0,,,2023-08-13 18:10:16,2023-08-13 18:10:17,"0,700s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:10:17,2023-08-13 18:10:20,"2,582s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:10:20,2023-08-13 18:10:25,"5,003s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:10:25,2023-08-13 18:10:25,"0,400s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:10:25,2023-08-13 18:10:26,"0,647s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP15,Chrome 115.0.0.0,,,2023-08-13 18:10:26,2023-08-13 18:10:47,"20,921s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:10:26,2023-08-13 18:10:27,"1,218s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:10:27,2023-08-13 18:10:27,"0,127s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:10:27,2023-08-13 18:10:29,"1,700s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:10:29,2023-08-13 18:10:30,"1,036s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:10:30,2023-08-13 18:10:31,"1,031s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:10:31,2023-08-13 18:10:32,"0,690s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:10:32,2023-08-13 18:10:33,"1,093s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:10:33,2023-08-13 18:10:34,"0,820s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:10:34,2023-08-13 18:10:35,"0,921s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:10:35,2023-08-13 18:10:36,"1,455s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:10:36,2023-08-13 18:10:37,"0,920s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\png-transparent-head-the-dummy-avatar-man-tie-jacket-user.png"")",Chrome 115.0.0.0,,,2023-08-13 18:10:37,2023-08-13 18:10:38,"0,712s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\file_example_PNG_500kB.png"")",Chrome 115.0.0.0,,,2023-08-13 18:10:38,2023-08-13 18:10:38,"0,366s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:10:38,2023-08-13 18:10:40,"2,444s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:10:40,2023-08-13 18:10:45,"5,011s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:10:45,2023-08-13 18:10:46,"0,419s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:10:46,2023-08-13 18:10:47,"0,640s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP16,Chrome 115.0.0.0,,,2023-08-13 18:10:47,2023-08-13 18:11:06,"19,194s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:10:47,2023-08-13 18:10:48,"1,156s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:10:48,2023-08-13 18:10:48,"0,125s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:10:48,2023-08-13 18:10:51,"2,742s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:10:51,2023-08-13 18:10:52,"0,890s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:10:52,2023-08-13 18:10:53,"1,050s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:10:53,2023-08-13 18:10:54,"0,710s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:10:54,2023-08-13 18:10:55,"1,118s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:10:55,2023-08-13 18:10:55,"0,712s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:10:55,2023-08-13 18:10:56,"0,737s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:10:56,2023-08-13 18:10:57,"0,976s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:10:57,2023-08-13 18:10:58,"0,886s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_Phone_whatsapp""), ""081381630033123"")",Chrome 115.0.0.0,,,2023-08-13 18:10:58,2023-08-13 18:10:59,"1,240s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:10:59,2023-08-13 18:11:00,"0,802s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:11:00,2023-08-13 18:11:05,"5,015s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:11:05,2023-08-13 18:11:06,"0,642s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP17,Chrome 115.0.0.0,,,2023-08-13 18:11:06,2023-08-13 18:11:24,"18,503s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:11:06,2023-08-13 18:11:07,"1,276s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:11:07,2023-08-13 18:11:07,"0,126s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:11:07,2023-08-13 18:11:09,"1,473s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:11:09,2023-08-13 18:11:10,"1,001s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:11:10,2023-08-13 18:11:11,"1,292s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:11:11,2023-08-13 18:11:12,"0,797s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:11:12,2023-08-13 18:11:13,"1,257s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:11:13,2023-08-13 18:11:14,"0,738s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:11:14,2023-08-13 18:11:15,"0,876s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:11:15,2023-08-13 18:11:16,"0,873s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:11:16,2023-08-13 18:11:17,"0,901s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_Phone_whatsapp""), ""0813816"")",Chrome 115.0.0.0,,,2023-08-13 18:11:17,2023-08-13 18:11:18,"1,222s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:11:18,2023-08-13 18:11:19,"0,697s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:11:19,2023-08-13 18:11:24,"5,013s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:11:24,2023-08-13 18:11:24,"0,650s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP18,Chrome 115.0.0.0,,,2023-08-13 18:11:24,2023-08-13 18:11:43,"18,637s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:11:25,2023-08-13 18:11:26,"1,159s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:11:26,2023-08-13 18:11:26,"0,128s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:11:26,2023-08-13 18:11:28,"2,288s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:11:28,2023-08-13 18:11:29,"1,000s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:11:29,2023-08-13 18:11:30,"1,125s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:11:30,2023-08-13 18:11:31,"0,852s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:11:31,2023-08-13 18:11:32,"1,187s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:11:32,2023-08-13 18:11:33,"0,703s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:11:33,2023-08-13 18:11:34,"0,793s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:11:34,2023-08-13 18:11:35,"0,880s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:11:35,2023-08-13 18:11:36,"0,871s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_Phone_whatsapp""), """")",Chrome 115.0.0.0,,,2023-08-13 18:11:36,2023-08-13 18:11:37,"0,950s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:11:37,2023-08-13 18:11:37,"0,705s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:11:37,2023-08-13 18:11:42,"5,008s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:11:42,2023-08-13 18:11:43,"0,672s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP19,Chrome 115.0.0.0,,,2023-08-13 18:11:43,2023-08-13 18:12:01,"18,562s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:11:43,2023-08-13 18:11:44,"1,203s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:11:44,2023-08-13 18:11:45,"0,126s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:11:45,2023-08-13 18:11:47,"2,169s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:11:47,2023-08-13 18:11:48,"0,899s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:11:48,2023-08-13 18:11:49,"0,936s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:11:49,2023-08-13 18:11:49,"0,670s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:11:49,2023-08-13 18:11:50,"1,110s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:11:50,2023-08-13 18:11:51,"0,692s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:11:51,2023-08-13 18:11:52,"1,011s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:11:52,2023-08-13 18:11:53,"1,079s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:11:53,2023-08-13 18:11:54,"0,960s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_Phone_whatsapp""), ""@@#!#$%^&"")",Chrome 115.0.0.0,,,2023-08-13 18:11:54,2023-08-13 18:11:55,"1,000s",PASSED
