Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Mobile/SM-LOG05,,,,2023-08-10 07:43:02,2023-08-10 07:43:21,19.224s,PASSED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-10 07:43:02,2023-08-10 07:43:12,10.285s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login Here""), 3)",,,,2023-08-10 07:43:12,2023-08-10 07:43:15,2.537s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText""), """", 3)",,,,2023-08-10 07:43:15,2023-08-10 07:43:17,1.631s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText (1)""), ""password"", 3)",,,,2023-08-10 07:43:17,2023-08-10 07:43:18,1.249s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login""), 3)",,,,2023-08-10 07:43:18,2023-08-10 07:43:19,1.240s,PASSED
"getText(findTestObject(""Mobile - Login/android.widget.TextView - Invalid Credential""), 3)",,,,2023-08-10 07:43:19,2023-08-10 07:43:20,1.098s,PASSED
takeScreenshot(),,,,2023-08-10 07:43:20,2023-08-10 07:43:21,0.363s,PASSED
closeApplication(),,,,2023-08-10 07:43:21,2023-08-10 07:43:21,0.642s,PASSED
,,,,,,,
Test Cases/Mobile/SM-LOG06,,,,2023-08-10 07:43:21,2023-08-10 07:43:41,20.222s,PASSED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-10 07:43:21,2023-08-10 07:43:32,10.212s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login Here""), 3)",,,,2023-08-10 07:43:32,2023-08-10 07:43:34,2.776s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText""), ""isya.katalon@gmail.com"", 3)",,,,2023-08-10 07:43:34,2023-08-10 07:43:37,2.190s,PASSED
"setText(findTestObject(""Object Repository/Mobile - Login/android.widget.EditText (1)""), """", 3)",,,,2023-08-10 07:43:37,2023-08-10 07:43:38,1.514s,PASSED
"tap(findTestObject(""Object Repository/Mobile - Login/android.widget.TextView - Login""), 3)",,,,2023-08-10 07:43:38,2023-08-10 07:43:39,0.866s,PASSED
"getText(findTestObject(""Mobile - Login/android.widget.TextView - Invalid Credential""), 3)",,,,2023-08-10 07:43:39,2023-08-10 07:43:40,1.276s,PASSED
takeScreenshot(),,,,2023-08-10 07:43:40,2023-08-10 07:43:41,0.399s,PASSED
closeApplication(),,,,2023-08-10 07:43:41,2023-08-10 07:43:41,0.788s,PASSED
