Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyMatch(getAttribute(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""validationMessage""), ""Please include an '@' in the email address.*"", true)",Chrome 115.0.0.0,,,2023-08-08 19:03:31,2023-08-08 19:03:31,0.319s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 19:03:31,2023-08-08 19:03:32,0.648s,PASSED
,,,,,,,
Test Cases/Website/SW02 Login/SW-LOG05,Chrome 115.0.0.0,,,2023-08-08 19:03:32,2023-08-08 19:03:39,6.667s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-08 19:03:32,2023-08-08 19:03:34,2.217s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-08 19:03:34,2023-08-08 19:03:35,0.153s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-08 19:03:35,2023-08-08 19:03:35,0.824s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), """")",Chrome 115.0.0.0,,,2023-08-08 19:03:35,2023-08-08 19:03:37,1.162s,PASSED
"setText(findTestObject(""Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), ""password"")",Chrome 115.0.0.0,,,2023-08-08 19:03:37,2023-08-08 19:03:37,0.753s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-08 19:03:37,2023-08-08 19:03:38,0.372s,PASSED
"verifyEqual(getAttribute(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""validationMessage""), ""Please fill out this field."")",Chrome 115.0.0.0,,,2023-08-08 19:03:38,2023-08-08 19:03:38,0.380s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 19:03:38,2023-08-08 19:03:39,0.655s,PASSED
,,,,,,,
Test Cases/Website/SW02 Login/SW-LOG06,Chrome 115.0.0.0,,,2023-08-08 19:03:39,2023-08-08 19:03:47,7.847s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-08 19:03:39,2023-08-08 19:03:42,3.106s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-08 19:03:42,2023-08-08 19:03:42,0.124s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-08 19:03:42,2023-08-08 19:03:43,1.089s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""isya.katalon@gmail.com"")",Chrome 115.0.0.0,,,2023-08-08 19:03:43,2023-08-08 19:03:44,1.162s,PASSED
"setText(findTestObject(""Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), """")",Chrome 115.0.0.0,,,2023-08-08 19:03:44,2023-08-08 19:03:45,0.784s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-08 19:03:45,2023-08-08 19:03:46,0.420s,PASSED
"verifyEqual(getAttribute(findTestObject(""Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), ""validationMessage""), ""Please fill out this field."")",Chrome 115.0.0.0,,,2023-08-08 19:03:46,2023-08-08 19:03:46,0.331s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 19:03:46,2023-08-08 19:03:47,0.678s,PASSED
